day_type,start_hour,Pickup Centroid Latitude,Pickup Centroid Longitude,Dropoff Centroid Latitude,Dropoff Centroid Longitude,group_n,group_id,representative_year,representative_month,representative_day
1,5,41.881,-87.633,41.912,-87.699,2,2794343,2026,04,22
0,14,41.929,-87.674,41.881,-87.633,279,1057173,2026,04,22
0,14,41.9,-87.67,41.893,-87.638,229,1039833,2026,04,22
0,22,41.943,-87.657,41.936,-87.661,18,2144419,2026,04,22
2,6,41.938,-87.647,41.929,-87.666,4,4371893,2026,04,26
1,4,41.885,-87.714,41.884,-87.748,2,2717467,2026,04,22
0,18,41.979,-87.903,41.885,-87.657,1758,1573548,2026,04,25
0,21,41.876,-87.694,41.885,-87.684,21,1931597,2026,04,22
0,21,41.892,-87.613,41.851,-87.635,109,1946011,2026,04,22
2,3,41.979,-87.903,41.972,-87.844,1,4151157,2026,04,22
0,23,41.881,-87.633,41.893,-87.638,3366,2244805,2026,04,26
2,18,41.895,-87.62,41.979,-87.903,430,4764278,2026,04,22
0,16,41.859,-87.617,41.983,-87.877,33,1260164,2026,04,22
0,13,41.909,-87.631,41.881,-87.633,1065,924804,2026,04,22
0,19,41.813,-87.619,41.885,-87.684,1,1619962,2026,04,25
0,17,41.973,-87.664,41.908,-87.671,11,1444753,2026,04,26
1,6,41.885,-87.621,41.885,-87.657,197,2860863,2026,04,22
0,0,41.892,-87.632,41.943,-87.641,150,58800,2026,04,22
0,21,41.816,-87.675,41.859,-87.617,11,1909507,2026,04,22
0,2,41.979,-87.903,41.898,-87.621,1548,355667,2026,04,25
1,14,41.898,-87.621,41.927,-87.643,4,3080722,2026,04,25
0,22,41.813,-87.594,41.798,-87.59,32,2062265,2026,04,22
0,0,41.835,-87.611,41.806,-87.594,5,32719,2026,04,22
2,23,41.916,-87.692,41.985,-87.654,1,5073387,2026,04,26
0,12,41.871,-87.622,41.879,-87.643,1007,809062,2026,04,25
2,20,41.936,-87.681,41.877,-87.738,1,4897737,2026,04,22
0,20,41.859,-87.617,41.895,-87.62,875,1773940,2026,04,22
2,10,41.9,-87.632,41.877,-87.622,8,4493312,2026,04,25
0,2,41.922,-87.69,41.921,-87.695,10,320908,2026,04,26
0,0,41.798,-87.594,41.756,-87.552,9,23477,2026,04,22
1,17,41.893,-87.626,41.893,-87.638,242,3260112,2026,04,22
0,1,41.881,-87.633,41.835,-87.625,18,177037,2026,04,22
0,5,41.963,-87.684,41.935,-87.64,2,623040,2026,04,22
2,18,41.951,-87.667,41.963,-87.684,1,4785175,2026,04,22
0,18,41.884,-87.748,41.885,-87.714,13,1515798,2026,04,26
0,20,41.958,-87.672,41.915,-87.632,3,1844651,2026,04,22
1,0,41.958,-87.66,41.922,-87.646,9,2416495,2026,04,25
0,16,41.972,-87.686,41.893,-87.626,5,1322694,2026,04,22
2,19,41.859,-87.617,41.898,-87.621,125,4811723,2026,04,22
0,14,41.943,-87.718,41.907,-87.665,27,1065911,2026,04,22
0,18,41.879,-87.657,41.891,-87.619,205,1513583,2026,04,26
2,0,41.908,-87.671,41.893,-87.626,63,3838062,2026,04,22
0,0,41.879,-87.657,41.916,-87.675,30,49840,2026,04,22
0,19,41.895,-87.62,41.885,-87.657,504,1657069,2026,04,25
2,4,41.941,-87.671,41.936,-87.656,9,4221844,2026,04,22
0,15,41.906,-87.734,41.892,-87.719,19,1166646,2026,04,22
0,12,41.899,-87.626,41.885,-87.657,451,819983,2026,04,25
2,6,41.871,-87.622,41.877,-87.622,30,4339493,2026,04,26
1,20,41.906,-87.631,41.893,-87.638,74,3486277,2026,04,22
1,6,41.892,-87.632,41.907,-87.636,342,2863068,2026,04,22
2,19,41.893,-87.626,41.893,-87.638,243,4821408,2026,04,22
1,5,41.798,-87.59,41.82,-87.61,2,2782457,2026,04,22
0,22,41.922,-87.641,41.885,-87.657,259,2127019,2026,04,22
0,17,41.929,-87.674,41.863,-87.673,6,1420733,2026,04,26
0,0,41.899,-87.626,41.859,-87.617,505,65650,2026,04,22
0,1,41.783,-87.604,41.79,-87.59,69,148840,2026,04,22
0,21,41.868,-87.643,41.827,-87.649,26,1926728,2026,04,22
2,21,41.874,-87.662,41.871,-87.622,4,4934586,2026,04,22
0,23,41.915,-87.632,41.879,-87.672,193,2274898,2026,04,26
0,4,41.945,-87.691,41.905,-87.65,17,544248,2026,04,22
0,19,41.943,-87.641,41.906,-87.675,11,1692150,2026,04,25
2,5,41.849,-87.624,41.885,-87.657,115,4259723,2026,04,26
0,20,41.798,-87.59,41.885,-87.621,72,1754505,2026,04,22
2,16,41.929,-87.674,41.921,-87.7,4,4665055,2026,04,22
0,0,41.798,-87.604,41.885,-87.657,36,23156,2026,04,22
0,3,41.913,-87.775,41.906,-87.675,3,423638,2026,04,22
