group_id,walkDist,walkTime,transitDist,transitTime,totalDist,totalTime,modes
184808,511,573,2599,511,3110,1470s,"{'SUBWAY', 'BUS', 'WALK'}"
755394,544,484,446,103,990,588s,"{'BUS', 'WALK'}"
81438,1120,940,1980,437,3100,1378s,"{'BUS', 'WALK'}"
887276,941,809,6102,1178,7043,2618s,"{'BUS', 'WALK'}"
1027104,287,254,1249,424,1536,679s,"{'BUS', 'WALK'}"
2307515,709,681,7318,1176,8027,2106s,"{'SUBWAY', 'BUS', 'WALK'}"
2652827,1298,1099,4839,1137,6137,2548s,"{'BUS', 'WALK'}"
572824,1535,1247,11910,2062,13445,3310s,"{'BUS', 'WALK'}"
603125,451,404,1788,298,2239,702s,"{'BUS', 'WALK'}"
953272,634,571,9934,1539,10568,2395s,"{'SUBWAY', 'BUS', 'WALK'}"
528532,985,816,7699,1531,8684,2631s,"{'BUS', 'WALK'}"
3174875,1385,1307,21293,2340,22678,3982s,"{'SUBWAY', 'BUS', 'WALK'}"
605648,1059,1014,7386,1027,8445,2315s,"{'SUBWAY', 'BUS', 'WALK'}"
1410054,888,723,1321,296,2209,1019s,"{'BUS', 'WALK'}"
4760072,2011,1679,8163,1980,10174,3666s,"{'BUS', 'WALK'}"
50995,665,597,1353,490,2018,1087s,"{'BUS', 'WALK'}"
3325052,1042,930,1094,307,2136,1237s,"{'BUS', 'WALK'}"
171421,1269,1213,2660,450,3929,1663s,"{'SUBWAY', 'WALK'}"
2829404,699,573,2541,474,3240,1057s,"{'BUS', 'WALK'}"
501907,1092,902,5015,1170,6107,2878s,"{'BUS', 'WALK'}"
3832229,814,694,1605,374,2419,1069s,"{'BUS', 'WALK'}"
1945616,292,255,0,0,292,255s,{'WALK'}
369782,1182,1000,6726,1332,7908,2998s,"{'BUS', 'WALK'}"
174722,1732,1500,6856,1020,8588,2521s,"{'SUBWAY', 'WALK'}"
1427005,1252,1008,11536,1985,12788,3274s,"{'SUBWAY', 'BUS', 'WALK'}"
509154,1149,957,3849,984,4998,2158s,"{'BUS', 'WALK'}"
4149632,1569,1366,3684,661,5253,2028s,"{'BUS', 'WALK'}"
572475,1021,852,0,0,1021,851s,{'WALK'}
4404517,271,262,2338,560,2609,824s,"{'BUS', 'WALK'}"
2919391,1863,1553,0,0,1863,1553s,{'WALK'}
1553216,1340,1102,7005,2120,8345,3238s,"{'BUS', 'WALK'}"
1757504,1417,1187,7989,1020,9406,2208s,"{'HEAVY_RAIL', 'WALK'}"
2927434,2386,2026,0,0,2386,2026s,{'WALK'}
4107721,277,220,1539,278,1816,520s,"{'BUS', 'WALK'}"
1012649,800,678,6074,1616,6874,2536s,"{'BUS', 'WALK'}"
2424364,1397,1187,39122,3779,40519,5379s,"{'SUBWAY', 'BUS', 'WALK'}"
867340,1182,982,5492,1350,6674,2691s,"{'BUS', 'WALK'}"
4374748,1070,1009,8751,1397,9821,2631s,"{'SUBWAY', 'BUS', 'WALK'}"
1279120,1605,1398,28038,2963,29643,4865s,"{'SUBWAY', 'BUS', 'WALK'}"
3351028,1038,906,7583,1866,8621,3248s,"{'BUS', 'WALK'}"
1964971,1001,814,1598,377,2599,1231s,"{'BUS', 'WALK'}"
916372,500,430,9463,1895,9963,3162s,"{'BUS', 'WALK'}"
1248595,990,811,680,163,1670,989s,"{'BUS', 'WALK'}"
2381437,1581,1470,6468,823,8049,2563s,"{'SUBWAY', 'BUS', 'WALK'}"
257450,1774,1547,20866,2778,22640,4744s,"{'SUBWAY', 'BUS', 'WALK'}"
2898661,1404,1266,16489,3034,17893,5580s,"{'BUS', 'WALK'}"
1014389,902,838,6136,660,7038,1500s,"{'SUBWAY', 'WALK'}"
2239011,1741,1523,0,0,1741,1523s,{'WALK'}
1656177,610,525,567,286,1177,812s,"{'BUS', 'WALK'}"
