group_id,walkDist,walkTime,transitDist,transitTime,totalDist,totalTime,modes
964594,1503,1246,1469,337,2972,1585s,"{'WALK', 'BUS'}"
4219967,547,462,4469,772,5016,1252s,"{'WALK', 'BUS'}"
243264,1656,1371,18776,2169,20432,3809s,"{'WALK', 'BUS', 'SUBWAY'}"
2300219,819,692,6196,1374,7015,2678s,"{'WALK', 'BUS'}"
105143,477,409,2367,760,2844,1184s,"{'WALK', 'BUS'}"
847984,1467,1241,28753,2931,30220,4696s,"{'WALK', 'BUS', 'SUBWAY'}"
5001790,727,725,1964,330,2691,1055s,"{'WALK', 'SUBWAY'}"
1145067,1109,981,370,130,1479,1115s,"{'WALK', 'BUS'}"
1940533,426,339,3231,1035,3657,1374s,"{'WALK', 'BUS'}"
1320197,999,954,34902,3990,35901,5706s,"{'WALK', 'BUS', 'SUBWAY'}"
4104804,1096,927,1985,466,3081,1448s,"{'WALK', 'BUS'}"
3360246,458,429,12029,2452,12487,3187s,"{'WALK', 'BUS'}"
3798252,1236,1013,14609,2797,15845,3845s,"{'WALK', 'BUS'}"
305157,480,432,2574,944,3054,1376s,"{'WALK', 'BUS'}"
1926604,1427,1232,14118,1470,15545,2956s,"{'WALK', 'BUS'}"
2205536,1367,1134,1845,379,3212,1544s,"{'WALK', 'BUS'}"
1791263,656,544,1939,493,2595,1052s,"{'WALK', 'BUS'}"
1398550,853,737,1651,300,2504,1039s,"{'WALK', 'SUBWAY'}"
4189346,652,550,1905,466,2557,1016s,"{'WALK', 'BUS'}"
843601,468,408,8699,1912,9167,2357s,"{'WALK', 'BUS'}"
1026059,308,269,3603,1106,3911,2060s,"{'WALK', 'BUS'}"
1169518,1000,868,5339,1183,6339,2338s,"{'WALK', 'BUS'}"
4287597,834,816,9669,1527,10503,3011s,"{'WALK', 'BUS', 'SUBWAY'}"
1435354,996,825,3744,1080,4740,2287s,"{'WALK', 'BUS'}"
150822,882,732,1470,333,2352,1067s,"{'WALK', 'BUS'}"
3407805,929,793,6877,1748,7806,2898s,"{'WALK', 'BUS'}"
1831474,1214,1066,7081,2005,8295,3072s,"{'WALK', 'BUS'}"
1723224,1500,1243,1139,241,2639,1495s,"{'WALK', 'BUS'}"
3068432,1795,1477,3514,863,5309,2351s,"{'WALK', 'BUS'}"
60939,635,539,4113,1130,4748,2213s,"{'WALK', 'BUS'}"
1720243,249,242,9462,2022,9711,2564s,"{'WALK', 'BUS'}"
805862,1264,1056,8064,1801,9328,3185s,"{'WALK', 'BUS'}"
1393055,407,359,3611,1159,4018,1768s,"{'WALK', 'BUS'}"
4428266,607,505,4689,767,5296,1272s,"{'WALK', 'BUS'}"
4529772,1263,1205,19764,2363,21027,4065s,"{'WALK', 'BUS', 'SUBWAY'}"
4448697,1962,1751,24129,2220,26091,3973s,"{'WALK', 'SUBWAY'}"
847708,1031,887,5526,990,6557,1893s,"{'WALK', 'BUS'}"
3835953,874,792,4599,748,5473,2050s,"{'WALK', 'BUS', 'SUBWAY'}"
1583129,1117,1058,10762,1830,11879,3379s,"{'WALK', 'BUS', 'SUBWAY'}"
53386,1317,1236,10111,1567,11428,3219s,"{'WALK', 'BUS', 'SUBWAY'}"
377819,1833,1645,21137,2253,22970,4804s,"{'WALK', 'BUS', 'SUBWAY'}"
1394904,569,517,1305,334,1874,852s,"{'WALK', 'BUS'}"
2864719,804,822,5454,720,6258,1544s,"{'WALK', 'SUBWAY'}"
2212994,714,584,2106,502,2820,1442s,"{'WALK', 'BUS'}"
2260852,988,844,3179,922,4167,1766s,"{'WALK', 'BUS'}"
973192,1400,1192,2886,404,4286,1600s,"{'WALK', 'BUS'}"
2247918,390,341,4693,1131,5083,1474s,"{'WALK', 'BUS'}"
3284451,1010,875,4671,1354,5681,2257s,"{'WALK', 'BUS'}"
4454979,1002,965,8848,1327,9850,2643s,"{'WALK', 'BUS', 'SUBWAY'}"
3264844,744,636,7145,1811,7889,2448s,"{'WALK', 'BUS'}"
2751137,544,448,1742,375,2286,826s,"{'WALK', 'BUS'}"
4241110,1595,1390,29060,3126,30655,5246s,"{'WALK', 'BUS', 'SUBWAY'}"
894417,1251,1050,2258,450,3509,1551s,"{'WALK', 'BUS'}"
3970603,1875,1561,0,0,1875,1561s,{'WALK'}
3479986,359,323,2251,754,2610,1078s,"{'WALK', 'BUS'}"
952197,484,410,3490,903,3974,1315s,"{'WALK', 'BUS'}"
2080584,1133,980,1128,463,2261,1444s,"{'WALK', 'BUS'}"
4400694,861,781,9376,2294,10237,3405s,"{'WALK', 'BUS'}"
1137165,1412,1163,985,152,2397,1316s,"{'WALK', 'BUS'}"
3518745,,,,,,,
4086499,1519,1312,4743,793,6262,2105s,"{'WALK', 'BUS'}"
448163,915,757,1225,340,2140,1104s,"{'WALK', 'BUS'}"
71034,628,523,6149,1365,6777,2283s,"{'WALK', 'BUS'}"
1621889,1330,1098,14555,2932,15885,4328s,"{'WALK', 'BUS'}"
2551633,876,709,4535,1120,5411,1831s,"{'WALK', 'BUS'}"
4318767,956,786,2356,377,3312,1798s,"{'WALK', 'BUS'}"
1577990,391,347,6795,1603,7186,2533s,"{'WALK', 'BUS'}"
3730282,1050,1027,3149,765,4199,2115s,"{'WALK', 'BUS', 'SUBWAY'}"
4400557,763,703,4101,1239,4864,2272s,"{'WALK', 'BUS'}"
764752,890,774,11981,2159,12871,3548s,"{'WALK', 'BUS'}"
2811070,1616,1348,0,0,1616,1348s,{'WALK'}
463661,1480,1255,31251,3135,32731,4856s,"{'WALK', 'BUS', 'SUBWAY'}"
4123953,900,779,3278,635,4178,1414s,"{'WALK', 'BUS'}"
1215776,1181,1137,12293,1590,13474,2727s,"{'WALK', 'SUBWAY'}"
1514569,1551,1386,19697,1956,21248,3913s,"{'WALK', 'BUS', 'SUBWAY'}"
2869308,611,533,1324,214,1935,774s,"{'WALK', 'BUS'}"
93065,725,650,10920,2727,11645,3605s,"{'WALK', 'BUS'}"
95797,1056,909,1226,296,2282,1211s,"{'WALK', 'BUS'}"
50989,204,179,1136,447,1340,626s,"{'WALK', 'BUS'}"
3479378,348,287,6068,1727,6416,2015s,"{'WALK', 'BUS'}"
578957,1801,1508,0,0,1801,1508s,{'WALK'}
1786377,623,551,644,175,1267,727s,"{'WALK', 'BUS'}"
2886238,505,414,2339,401,2844,815s,"{'WALK', 'BUS'}"
1446858,1790,1487,20609,2821,22399,4637s,"{'WALK', 'BUS', 'SUBWAY'}"
4321334,593,510,3161,618,3754,1128s,"{'WALK', 'BUS'}"
804856,586,400,9890,1380,10476,1788s,"{'WALK', 'SUBWAY'}"
4404944,679,599,0,0,679,599s,{'WALK'}
2350286,969,793,0,0,969,794s,{'WALK'}
640690,2006,1652,8015,990,10021,2642s,"{'WALK', 'SUBWAY'}"
4449015,1005,878,568,120,1573,999s,"{'WALK', 'BUS'}"
