day_type,start_hour,Pickup Centroid Latitude,Pickup Centroid Longitude,Dropoff Centroid Latitude,Dropoff Centroid Longitude,group_n,group_id,representative_year,representative_month,representative_day
0,3,41.907,-87.636,41.927,-87.643,77,421052,2026,04,22
1,14,41.983,-87.682,41.936,-87.652,1,3102780,2026,04,25
0,14,41.885,-87.643,41.899,-87.626,580,1029715,2026,04,22
0,21,41.79,-87.601,41.79,-87.601,208,1898850,2026,04,22
0,22,41.891,-87.619,41.879,-87.672,418,2096003,2026,04,22
0,3,41.786,-87.751,41.922,-87.646,55,377905,2026,04,25
2,0,41.97,-87.713,41.963,-87.684,6,3874297,2026,04,22
0,20,41.943,-87.647,41.98,-87.664,19,1835982,2026,04,22
1,2,41.786,-87.751,41.916,-87.692,10,2531123,2026,04,22
0,6,41.805,-87.677,41.845,-87.649,2,635892,2026,04,22
1,6,41.885,-87.657,41.934,-87.712,56,2860139,2026,04,22
0,1,41.906,-87.675,41.898,-87.654,191,196226,2026,04,22
0,14,41.893,-87.638,41.881,-87.633,7323,1034925,2026,04,22
2,1,41.916,-87.692,41.856,-87.66,11,3934795,2026,04,22
0,13,41.879,-87.657,41.786,-87.751,383,907019,2026,04,25
0,12,41.877,-87.745,41.929,-87.674,1,810287,2026,04,25
0,2,41.979,-87.903,41.95,-87.752,19,355848,2026,04,25
0,13,41.915,-87.632,41.879,-87.657,42,927177,2026,04,22
0,12,41.748,-87.661,41.748,-87.649,3,784214,2026,04,25
0,13,41.885,-87.621,41.881,-87.633,7595,910750,2026,04,25
0,13,41.776,-87.771,41.881,-87.633,6,874669,2026,04,25
0,20,41.881,-87.633,41.893,-87.638,1915,1787098,2026,04,22
0,14,41.885,-87.643,41.9,-87.632,132,1029720,2026,04,22
0,0,41.847,-87.664,41.879,-87.643,53,34925,2026,04,22
2,1,41.935,-87.761,41.943,-87.643,1,3945548,2026,04,22
0,4,41.79,-87.601,41.797,-87.582,802,484211,2026,04,22
0,13,41.787,-87.622,41.756,-87.584,5,879477,2026,04,25
0,21,41.879,-87.643,41.786,-87.751,871,1935884,2026,04,22
0,21,41.943,-87.647,41.893,-87.626,99,1988857,2026,04,22
0,15,41.786,-87.751,41.973,-87.694,9,1119133,2026,04,22
2,0,41.849,-87.624,41.877,-87.622,126,3811765,2026,04,22
0,14,41.921,-87.7,41.877,-87.622,37,1052196,2026,04,22
0,11,41.891,-87.619,41.879,-87.672,92,756872,2026,04,26
0,4,41.879,-87.643,41.877,-87.622,199,502465,2026,04,22
2,3,41.946,-87.654,41.916,-87.684,14,4136391,2026,04,22
0,15,41.871,-87.631,41.856,-87.66,14,1145033,2026,04,22
1,15,41.885,-87.643,41.921,-87.695,5,3129350,2026,04,25
0,11,41.971,-87.706,41.941,-87.671,5,772826,2026,04,25
1,0,41.892,-87.613,41.898,-87.654,55,2376022,2026,04,25
0,0,41.916,-87.692,41.916,-87.675,16,79304,2026,04,22
0,13,41.945,-87.669,41.881,-87.633,233,943957,2026,04,22
2,4,41.892,-87.613,41.893,-87.638,197,4190251,2026,04,22
1,3,41.906,-87.631,41.859,-87.617,24,2648187,2026,04,22
2,15,41.922,-87.664,41.979,-87.903,38,4613068,2026,04,22
0,23,41.762,-87.62,41.756,-87.584,4,2197696,2026,04,26
0,16,41.893,-87.626,41.851,-87.635,253,1278839,2026,04,22
2,20,41.985,-87.654,41.899,-87.626,4,4912885,2026,04,22
0,22,41.9,-87.632,41.885,-87.621,361,2108228,2026,04,22
0,1,41.979,-87.903,41.898,-87.654,375,243033,2026,04,26
1,15,41.798,-87.59,41.885,-87.657,8,3117067,2026,04,25
0,14,41.87,-87.675,41.892,-87.613,28,1020188,2026,04,22
0,17,41.764,-87.571,41.764,-87.571,11,1352063,2026,04,22
2,5,41.907,-87.685,41.901,-87.694,2,4283831,2026,04,26
2,1,41.916,-87.7,41.98,-87.664,2,3934760,2026,04,22
0,12,41.895,-87.62,41.915,-87.632,27,818151,2026,04,25
0,21,41.783,-87.608,41.783,-87.608,49,1895596,2026,04,22
0,10,41.859,-87.617,41.979,-87.903,2610,726127,2026,04,26
1,15,41.909,-87.631,41.892,-87.632,21,3138919,2026,04,25
1,21,41.892,-87.665,41.943,-87.701,2,3559006,2026,04,26
0,18,41.881,-87.633,41.898,-87.654,344,1514804,2026,04,26
2,8,41.943,-87.657,41.922,-87.651,16,4461373,2026,04,25
2,3,41.898,-87.621,41.892,-87.632,273,4103757,2026,04,22
0,2,41.908,-87.671,41.881,-87.633,117,312870,2026,04,26
0,0,41.892,-87.632,41.943,-87.657,105,58796,2026,04,22
0,2,41.958,-87.66,41.856,-87.66,11,346774,2026,04,25
